title,company,city,url,passedDay,type,imageUrl,JobDes,JobType,contractType,Experience,salary,skills,gender,militaryService,degree
برنامه‌نویس ASP.NET Core,رایان پژوه سلامت | Rayanpajouh Salamat,تهران، تهران,https://jobinja.ir/companies/rayanpajouh-salamat/jobs/Rm5s/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-asp-net-core-%D8%AF%D8%B1-%D8%B1%D8%A7%DB%8C%D8%A7%D9%86-%D9%BE%DA%98%D9%88%D9%87-%D8%B3%D9%84%D8%A7%D9%85%D8%AA?_ref=16,امروز,شغل,https://thumb.jobinjacdn.com/PJA6PGwRhK05EH_WXrwo4Xzxf8w=/fit-in/128x128/filters:strip_exif():fill(white):format(jpeg)/https://storage.jobinjacdn.com/other/files/uploads/images/af4afcd0-fb1a-11e9-968d-d6b790452c1a_890bc1f8-2bf8-44e3-95bd-b40e0eae9af6/main.jpg,شرح وظایف و مسئولیتها:طراحی، تولید، نگهداری و به‌روز رسانی محصولات و برنامه های مورد نیاز شرکت توسعه سورس بر اساس تسک‌های محول شده بر اساس برنامه زمانبندی حضور در جلسات تحلیل حضور در محل مشتری بر اساس نیاز ارائه ی گزارش کار مشخص شرایط احراز:انعطاف‌پذیر و مشتاق به یادگیری روحیه کاری تیمی وقت شناس، منظم و متعهد به برنامه زمان بندی مستندسازی دقیق توانایی استفاده از متون انگلیسی تخصصی مرتبط مسلط به زبان برنامه نویسی C#.Net مسلط به معماری‌ MVC مسلط به Entity Framework مسلط به دستورات و مدیریت پایگاه داده آشنا به برنامه نویسی سمت کلاینت (Html5 ، Css3، Bootstrap، JavaScript ، jQuery، Ajax) آشنا به کار با Json  آشنایی با فریم ورک طراحی Bootstrap آشنا به کار با Git شرایط و مزایای کار: امکان گذارندن دوره سربازی برای آقایان در شرکتحضور تمام وقت از 8 الی ۱۷ شنبه تا چهار شنبه، محل کار اکباتان، بیمه  مسیر شغلی مشخص و بلندمدت محیط کاری شاداب و صمیمی,وب،‌ برنامه‌نویسی و نرم‌افزار,تمام وقت,مهم نیست,"از ۶,۰۰۰,۰۰۰ تومان","[""ASP.NET MVC"",""C#"",""Javascript"",""Bootstrap"",""CSS"",""HTML""]",مهم نیست,مهم‌ نیست,مهم نیست
مدیر فروش,ژیوار | Zhivar,تهران، تهران,https://jobinja.ir/companies/zhivar-6/jobs/R44C/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D9%85%D8%AF%DB%8C%D8%B1-%D9%81%D8%B1%D9%88%D8%B4-%D8%AF%D8%B1-%DA%98%DB%8C%D9%88%D8%A7%D8%B1?_ref=16,امروز,شغل,https://thumb.jobinjacdn.com/PU-gUDf8vH64soBTZqbNUhtft5o=/fit-in/128x128/filters:strip_exif():fill(transparent):format(png)/https://storage.jobinjacdn.com/other/files/uploads/images/3aefde03-f450-494b-83ff-d8b3bece9c7f/main.png,شرکت ژیوار در راستای تکمیل کادر فروش خود درخواست همکاری مینماید.زمینه فعالیت پارکت لمینیت و کاغذ دیواریکارشناس فروش تلفنی و حضوریمزاکره با مشتریسفر به شهرستان ها جهت ویزیت همکارساعت کاری 9 صبح الی 6 بعد از ظهرحقوق و مزایا توافقیمحل کار خیابان سیزدهم ولنجک,فروش و بازاریابی,تمام وقت,سه تا شش سال,توافقی,"[""مدیریت فروش"",""اصول و فنون مذاکره"",""فروش""]",مهم نیست,مهم‌ نیست,کارشناسی
کارشناس ارشد Devops,باگلوس | Bugloos,تهران، تهران,https://jobinja.ir/companies/bugloos/jobs/Rq5u/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%DA%A9%D8%A7%D8%B1%D8%B4%D9%86%D8%A7%D8%B3-%D8%A7%D8%B1%D8%B4%D8%AF-devops-%D8%AF%D8%B1-%D8%A8%D8%A7%DA%AF%D9%84%D9%88%D8%B3?_ref=16,امروز,شغل,https://thumb.jobinjacdn.com/yAUiIEVksj0MI8WEL4orxo96WoQ=/fit-in/128x128/filters:strip_exif():fill(transparent):format(png)/https://storage.jobinjacdn.com/other/files/uploads/images/4cee5cba-cfc9-11ea-8c20-26a4da5b8340_576b884f-c128-467c-a893-b0960a7964fa/main.png,"سلام دوست عزیز:ما در شرکت باگلوس بر پایه استانداردهای اروپایی فرآیندهای کاری خود را پیش می بریم و از شما دوستان جوان، پویا و خلاق دعوت به عضویت در خانواده باگلوس می نماییم.  -    مهارتهای مورد نیاز: تسلط به سیستم عامل لینوکستسلط به یک زبان اسکریپت نویسیشناخت کافی از مفاهیم شبکه و زیرساختشناخت کافی از معماری کامپیوترآشنایی با مدیریت پایگاه داده های رابطه ای و غیر رابطه ایآشنایی با مفاهیم امنیت سیستم آشنایی با روش های مجازی سازیآشنایی با فرآیندهای توسعه نرم افزار و پیاده سازی در محیط پروداکشنتسلط به Dockerتسلط به Ansibleتسلط به Elasticsearch, Logstash, and Kibana-     مهارتهای دارای امتیاز مثبت: تسلط بر AWS, Google Cloud or Microsoft Azure   تسلط بر GITتسلط بر مدیریت پایگاه های اطلاعاتیهمکاران ما در باگلوس از چه مزایایی برخوردارن؟ شرکت باگلوس در غرب تهران (گیشا) واقع شده است.40 ساعت کار در 5 روزساعت کاری 9 الی 18(یک ساعت ناهار و استراحت)روز های تعطیل جمعه و شنبه می باشد.سرو صبحانه در شرکتپیشرفت و ارتقاء بر اساس ارزیابی عملکردهای 6 ماهه برگزاری برنامه های تفریحی به صورت دوره ایبرگزاری دوره ها و ورکشاپ های آموزشی و روانشناسیارائه تسهیلات وام پرسنلیبیمه تامین اجتماعی از اولین روزکاریبازی و سرگرمی در ساعات استراحت",IT / DevOps / Server,تمام وقت,سه تا شش سال,توافقی,"[""DevOps"",""Docker"",""Linux"",""kibana"",""Elasticsearch""]",مهم نیست,مهم‌ نیست,کاردانی
کارشناس تولید محتوا(خانم),چارک | Charak,تهران، تهران,https://jobinja.ir/companies/charak/jobs/RazG/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%DA%A9%D8%A7%D8%B1%D8%B4%D9%86%D8%A7%D8%B3-%D8%AA%D9%88%D9%84%DB%8C%D8%AF-%D9%85%D8%AD%D8%AA%D9%88%D8%A7-%D8%AE%D8%A7%D9%86%D9%85-%D8%AF%D8%B1-%DA%86%D8%A7%D8%B1%DA%A9?_ref=16,امروز,شغل,https://thumb.jobinjacdn.com/DScMI2HGtaiEVh94s7VI0PCpYNw=/fit-in/128x128/filters:strip_exif():fill(white):format(jpeg)/https://storage.jobinjacdn.com/other/files/uploads/images/10ed0b7a-e0fc-447a-9ff8-721f79bc9f03/main.jpg,ما در چارک، به یک همکار خانم در بخش تولید محتوا با توانایی های زیر نیاز داریم: ·       حداقل یک سال سابقه کار به عنوان کارشناس تولید محتوا در وب و اینستاگرام·         توانایی نگارش محتوای سئو محور·        تسلط به محتوا گذاری در ورد پرس·         آشنایی کافی با زبان انگلیسی·        تسلط به مدیریت شبکه های اجتماعی( اینستاگرام، لینکدین و... )·        تسلط به نرم افزارهای آفیس مانند ورد·        آشنایی به نرم افزارهای Adobe Premiere و After Effects و نرم افزارهای تولید محتوای تصویری اگه توانایی های بالا رو دارید و دوست دارین که تو یک محیط استارتاپی و جوان کار کنین، خوشحال میشیم که رزومه تون رو برامون بفرستین، تا باهاتون تماس بگیریم، این آگهی صرفاً برای ساکنین تهران هست و فقط بصورت تمام وقت,تولید و مدیریت محتوا,تمام وقت,مهم نیست,توافقی,"[""تولید محتوا"",""اصول نگارشی"",""SEO""]",زن,,کارشناسی
مدیر بازرگانی,بازرگانی کشکا مسافر | Kashka Mosafer Trading Comopany,تهران، تهران,https://jobinja.ir/companies/kashka-mosafer-trading-comopany/jobs/R4cN/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D9%85%D8%AF%DB%8C%D8%B1-%D8%A8%D8%A7%D8%B2%D8%B1%DA%AF%D8%A7%D9%86%DB%8C-%D8%AF%D8%B1-%D8%A8%D8%A7%D8%B2%D8%B1%DA%AF%D8%A7%D9%86%DB%8C-%DA%A9%D8%B4%DA%A9%D8%A7-%D9%85%D8%B3%D8%A7%D9%81%D8%B1?_ref=16,امروز,شغل,https://thumb.jobinjacdn.com/PNEAqoru6buNqhtWR91RbzaVFAQ=/fit-in/128x128/filters:strip_exif():fill(white):format(jpeg)/https://storage.jobinjacdn.com/other/files/uploads/images/72651d5c-5026-11eb-ab5b-86000088a815_d0917a0e-cdf8-4fcb-8a4c-98fc2ce75e3f/main.jpg,تسلط کامل یه قوانین بازرگانی خارجی و حوالجات ارزی تسلط به سامانه جامع تجارت و ثبت سفارش ها تسلط به قوانین گمرکی و ترخیص کالا مسلط به زبان انگلیسی و مکاتبات خارجی دادرای حداقل 3 سال کار مرتبط (ترجیحا در حوزه واردات موبایل ),خرید و بازرگانی,تمام وقت,سه تا شش سال,توافقی,"[""مدیریت بازرگانی"",""امور بازرگانی"",""ثبت سفارشات"",""امور گمرکی""]",مهم نیست,مهم‌ نیست,کارشناسی
کارشناس تست نفوذ,داده پردازان آبشار | Abshar Data Processing.co,تهران، تهران,https://jobinja.ir/companies/abshar-data-processing-co/jobs/Rpkk/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%DA%A9%D8%A7%D8%B1%D8%B4%D9%86%D8%A7%D8%B3-%D8%AA%D8%B3%D8%AA-%D9%86%D9%81%D9%88%D8%B0-%D8%AF%D8%B1-%D8%AF%D8%A7%D8%AF%D9%87-%D9%BE%D8%B1%D8%AF%D8%A7%D8%B2%D8%A7%D9%86-%D8%A2%D8%A8%D8%B4%D8%A7%D8%B1?_ref=16,امروز,شغل,https://thumb.jobinjacdn.com/DAe6oIyOSG0Tqny0e0e0JQ_a8EY=/fit-in/128x128/filters:strip_exif():fill(white):format(jpeg)/https://storage.jobinjacdn.com/other/files/uploads/images/8091155c-14fe-11ea-a046-26a4da5b8340_e0c6ce5e-5f68-4cf3-8ef2-f7eb4a9bcf38/main.jpg,کارشناس آزمون نفوذ مسلط به آزمون نفوذ شبکه آشنا با آزمون نفوذ وبحضور به صورت تمام وقتمحدوده میدان آرژانتین,IT / DevOps / Server,تمام وقت,کمتر از سه سال,توافقی,"[""تست نفوذ"",""شبکه""]",مهم نیست,مهم‌ نیست,کارشناسی
تدوینگر (سانسور فیلم),گپ فیلم | Gapfilm,تهران، تهران,https://jobinja.ir/companies/rashin-studio/jobs/RoUo/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%AA%D8%AF%D9%88%DB%8C%D9%86%DA%AF%D8%B1-%D8%B3%D8%A7%D9%86%D8%B3%D9%88%D8%B1-%D9%81%DB%8C%D9%84%D9%85-%D8%AF%D8%B1-%DA%AF%D9%BE-%D9%81%DB%8C%D9%84%D9%85?_ref=16,امروز,شغل,https://thumb.jobinjacdn.com/qnC0k9PCcsl7sAZ4cpWRvHxBKCg=/fit-in/128x128/filters:strip_exif():fill(transparent):format(png)/https://storage.jobinjacdn.com/other/files/uploads/images/4ef638a2-53e0-11eb-8f66-86000088a815_d8b068c4-2807-4975-a28b-e14413fbff3c/main.png,تسلط در کار با Adobe Premiere و روتوسکوپیآشنا به فتوشاپتوانایی تولید و طراحی ویدئو کلیپها و افکتهای کوتاهحداقل 2 سال سابقه مفیدکاری تدوین گریعلاقمندی و آشنایی کامل با حوزه فیلم و سینمای داخلی و خارجیمسلط به اینترنت و کار با شبکه های اجتماعیآشنا به تولید محتواسایر : داشتن روحیه سازگار و انعطاف پذیر جهت کار در کنار تیم .شرکت محدوده گاندی .,طراحی,تمام وقت,کمتر از سه سال,توافقی,"[""تدوینگر"",""تدوین"",""Adobe Premiere"",""تدوین و ویرایش ویدیو""]",مهم نیست,مهم‌ نیست,مهم نیست
حسابدار (خانم),مهسان | Mahsun,تهران، تهران,https://jobinja.ir/companies/mahsun/jobs/RfLB/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%AD%D8%B3%D8%A7%D8%A8%D8%AF%D8%A7%D8%B1-%D8%AE%D8%A7%D9%86%D9%85-%D8%AF%D8%B1-%D9%85%D9%87%D8%B3%D8%A7%D9%86?_ref=16,امروز,شغل,https://thumb.jobinjacdn.com/s_T0BNp_CEXLDkdKWDCWAREBWK8=/fit-in/128x128/filters:strip_exif():fill(transparent):format(png)/https://storage.jobinjacdn.com/other/files/uploads/images/6fa8290b-e170-46fc-a684-fa8a336b9624/main.png,استخدام حسابدار (در بخش خزانه داری) در دفتر مرکزی مجموعه کارخانجات مهساندارای مدرک لیسانس حسابداریحداقل 2 سال سابقه کارمسلط به امور ثبت و ضبط اسناد مالیآشنایی با مقررات مالیاتی و بیمه آشنایی به برنامه Excel - ساعات کار: شنبه تا چهارشنبه 8 الی 17- پنج شنبه ها  8 الی 13- محدوده شرق تهران - حکیمیه,مالی و حسابداری,تمام وقت,سه تا شش سال,توافقی,"[""حسابداری"",""مالی و حسابداری"",""امور مالیاتی"",""Microsoft Excel""]",زن,,کارشناسی
کارشناس فروش و بازاریابی,بازرگانی الین | ElinPump,تهران، تهران,https://jobinja.ir/companies/elinpump/jobs/RGnk/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%DA%A9%D8%A7%D8%B1%D8%B4%D9%86%D8%A7%D8%B3-%D9%81%D8%B1%D9%88%D8%B4-%D9%88-%D8%A8%D8%A7%D8%B2%D8%A7%D8%B1%DB%8C%D8%A7%D8%A8%DB%8C-%D8%AF%D8%B1-%D8%A8%D8%A7%D8%B2%D8%B1%DA%AF%D8%A7%D9%86%DB%8C-%D8%A7%D9%84%DB%8C%D9%86?_ref=16,امروز,شغل,https://thumb.jobinjacdn.com/WOiMc4ApbNcj-aquxb-bBUDpew4=/fit-in/128x128/filters:strip_exif():fill(white):format(jpeg)/https://storage.jobinjacdn.com/other/files/uploads/images/1242db1b-7dd6-4930-87bb-4479be7c90ed/main.jpg,مسلط به امور جاری فروش و بازاریابیفن بیان مناسب و ظاهری آراستهدرک بالا از روابط اجتماعی و سلسه مراتب سازمانیبرقراری ارتباط موثر با مشتری و مشتری مدار پاسخگو و متعهدامکان ارتقا شغلیحقوق مناسبپرداخت منظم و به موقع حقوقمزایا و کمک های نقدی و غیرنقدی مناسبتی در طول سالعیدی و سنوات بیمهمحیط کاری مناسب و امکان تردد راحت حدفاصل مترو فردوسی و مترو دروازه دولت( خیابان انقلاب)ساعات کاری شنبه الی چهارشنبه 9 صبح الی 18 پنج شنبه 9 الی 14مجموعه بازرگانی الیندرضمن آشنایی با سپیدار سیستم مزیت محسوب میشود,فروش و بازاریابی,تمام وقت,مهم نیست,"از ۴,۵۰۰,۰۰۰ تومان","[""فروش و بازاریابی"",""اصول و فنون مذاکره"",""فروش"",""بازاریابی"",""روابط عمومی بالا""]",مهم نیست,مهم‌ نیست,کارشناسی
طراح و گرافیست,ذنیران | Zeniran,تهران، تهران,https://jobinja.ir/companies/zeniran/jobs/RmDJ/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%B7%D8%B1%D8%A7%D8%AD-%D9%88-%DA%AF%D8%B1%D8%A7%D9%81%DB%8C%D8%B3%D8%AA-%D8%AF%D8%B1-%D8%B0%D9%86%DB%8C%D8%B1%D8%A7%D9%86?_ref=16,امروز,شغل,https://thumb.jobinjacdn.com/xU4GX0e6CtbqEvzF2zKAIPbT3HU=/fit-in/128x128/filters:strip_exif():fill(transparent):format(png)/https://storage.jobinjacdn.com/other/files/uploads/images/052d8c22-704e-11eb-957e-86000088a815_c8defe04-410a-450f-ba79-ad58b03dc863/main.png,مجموعه ذنیران یک گرافیست حرفه‌ای و به صورت نیمه وقت (دور روز در هفته) ، خانم یا آقا با مشخصات زیر استخدام می‌کند:تسلط کامل به Adobe Photoshopتسلط کامل به Adobe Illustratorتسلط کامل به Adobe InDesignدقیق و منظمباهوش و خلاقبا انگیزهدر محیطی آرام و بدون اضطراب با قابلیت یادگیری و پیشرفتساکن تهراندور روز در هفتهساعت کاری: 10 صبح تا 5 عصرآدرس دفتر: تهران - میدان توحید - ابتدای ستارخان,طراحی,پاره وقت,مهم نیست,توافقی,"[""طراحی گرافیک"",""Photoshop"",""Illustrator""]",مهم نیست,مهم‌ نیست,کارشناسی
مشاور املاک,بزرگ املاک نگین دولت | Negin Real Estate,تهران، تهران,https://jobinja.ir/companies/negin-real-estate/jobs/RZ9l/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D9%85%D8%B4%D8%A7%D9%88%D8%B1-%D8%A7%D9%85%D9%84%D8%A7%DA%A9-%D8%AF%D8%B1-%D8%A8%D8%B2%D8%B1%DA%AF-%D8%A7%D9%85%D9%84%D8%A7%DA%A9-%D9%86%DA%AF%DB%8C%D9%86-%D8%AF%D9%88%D9%84%D8%AA?_ref=16,امروز,شغل,https://thumb.jobinjacdn.com/CoBPeAovL6Yl_Tui0VqPlOb3omI=/fit-in/128x128/filters:strip_exif():fill(transparent):format(png)/https://storage.jobinjacdn.com/other/files/uploads/images/5d064b8a-ab33-11eb-834c-86000088a815_e9f017cd-89d5-422e-b295-16a41277215b/main.png,بزرگ املاک نگین دولت (شعبه دولت) از مشاوراین مبتدی و حرفه ای دعوت به همکاری می نماید : ☑️محدوده فعالیت بزرگ املاک نگین (در سه شعبه )شامل مناطق یک،سه و چهار می باشد. ☑️مدیر قرارداد حرفه ای با سابقه ۲۰ ساله در امر فروش و ساخت و ساز ☑️اتاق قرارداد حرفه ای ☑️تیم حقوقی بسیار قدرتمند ☑️جشن ها و جوایز ماهانه و سالانه ☑️دیتا بیس حرفه ای و گسترده از تمام سرمایه گذاران و سازنده های منطقه و فایلینگ قدرتمند. ☑️لوکیشن و دسترسی آسان استخدام ما صرفا براساس شخصیت و اخلاقیات افراد صورت میگیرد بنابراین داشتن یا نداشتن سابقه کاری و مهارت های فردی اولویت های ما نیستند. چون تمام آموزش های لازم را حین کار انجام می دهیم و با توجه به سابقه تیم مان، از نتایج آن کاملا مطمئن هستیم. به عبارت دیگر ما به دنبال افرادی هستیم که خلاق ، ایده پرداز و فعال باشند.  درآمد بالا ،محیط بدون حاشیه و صمیمی از ویژگی های دیگر گروه ماست.,فروش و بازاریابی,تمام وقت,مهم نیست,توافقی,"[""مشاوره املاک"",""اصول و فنون مذاکره"",""فروش و بازاریابی"",""فروش املاک"",""مشاوره""]",مهم نیست,مهم‌ نیست,مهم نیست
