title,company,city,url,passedDay,type,imageUrl,JobDes,JobType,contractType,Experience,salary,skills,gender,militaryService,degree
کارشناس امور پذیرش و ویزا,همراهان کنکور | Ilmara,تهران، تهران,https://jobinja.ir/companies/ilmara/jobs/RmuJ/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%DA%A9%D8%A7%D8%B1%D8%B4%D9%86%D8%A7%D8%B3-%D8%A7%D9%85%D9%88%D8%B1-%D9%BE%D8%B0%DB%8C%D8%B1%D8%B4-%D9%88-%D9%88%DB%8C%D8%B2%D8%A7-%D8%AF%D8%B1-%D9%87%D9%85%D8%B1%D8%A7%D9%87%D8%A7%D9%86-%DA%A9%D9%86%DA%A9%D9%88%D8%B1?_ref=16,امروز,شغل,https://thumb.jobinjacdn.com/s1t8xWCgRjNOZhqPZyKlTzi25-Q=/fit-in/128x128/filters:strip_exif():fill(transparent):format(png)/https://storage.jobinjacdn.com/other/files/uploads/images/6d76cc78-baac-11eb-87ee-86000088a815_17423c7f-5308-4091-99e7-25a674e42d52/main.png,جهت تکمیل کادر اجرایی و مشاوره خود بدنبال افراد متخصص در امورادامه تحصیل در دانشگاههای خارج از کشور و آشنا با امور ویزای تحصیلی ، کاری و سرمایه گذاری میباشد .*توجه : در چین امکان ارائه پذیرش در کلیه مقاطع تحصیلی با مزیت بورسیه داریم.شرح موقعیت شغلی:-مشاوره متقاضیان مهاجرت-اقدام جهت اخذ پذیرش از دانشگاه های خارج از کشور-اقدام جهت اخذ ویزا از سفارت کشور مقصدتوقع ما از همکار جدید :سابقه کاری در سازمان های مهاجرتی ، اخذ پذیرش و ویزای کشورهای اتحادیه اروپا ، کانادا ، ترکیه ، چین و ... داشته باشندتسلط کافی به زبان انگلیسی یا زبان های دیگر برای نگارش متون ، ایمیل و نامه نگاری و جستجوآشنایی کامل به پروسه اخذ پذیرش و روند اخذ ویزا از سفارتخانه ها آشنایی مناسب با برنامه های آفیسروابط عمومی خوب و فن بیان مناسب برای مشاوره ی متقاضیاندارای روحیه همکاری و کار تیمی ، اینجا مثل یک خانواده کار میکنیممسئولیت پذیر و وقت شناس باشیدمزایای همکاری با ما :-حقوق ثابت + پورسانت- بیمه تامین اجتماعی و تکمیلی از پایان ماه اول- عقدقرارداد یکساله- پرداخت بونس روزانه نقدی از هرثبت نام- امکان ارتقا شغلی در پایان هرسه ماهساعت کاری : شنبه تا چهارشنبه 9-18 / پنجشنبه : 9-15آدرس: تهران میرداماد،میدان محسنی,گردشگری,تمام وقت,کمتر از سه سال,"از ۴,۰۰۰,۰۰۰ تومان","[""امور ویزا"",""امور پذیرش"",""Microsoft Office"",""جستجوی اینترنتی""]",مهم نیست,مهم‌ نیست,کاردانی
کارشناس فروش (خانم),بازرگانی روغن کار | Roghankar Trading Co.,تهران، تهران,https://jobinja.ir/companies/roghankar-trading-co/jobs/Rp1P/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%DA%A9%D8%A7%D8%B1%D8%B4%D9%86%D8%A7%D8%B3-%D9%81%D8%B1%D9%88%D8%B4-%D8%AE%D8%A7%D9%86%D9%85-%D8%AF%D8%B1-%D8%A8%D8%A7%D8%B2%D8%B1%DA%AF%D8%A7%D9%86%DB%8C-%D8%B1%D9%88%D8%BA%D9%86-%DA%A9%D8%A7%D8%B1?_ref=16,امروز,شغل,https://thumb.jobinjacdn.com/gVCeNu9Gm32D_5tV34bdOjI_Rno=/fit-in/128x128/filters:strip_exif():fill(white):format(jpeg)/https://storage.jobinjacdn.com/other/files/uploads/images/7835e556-1601-418c-b15e-e6609eb7da57/main.jpg,شرکت بازرگانی روغن کار، بزرگترین وارد کننده و مرکز عرضه روانکار های صنعتی تخصصی در ایران، جهت تکمیل کادر خود در شهر تهران از افراد واجد شرایط زیر دعوت به همکاری در سمت شغلی کارشناس فروش می‌نماید.شرایط احرازنوع قرارداد: تمام وقتآشنا با اصول و فنون مذاکره و فروش کالاآشنا با اصول مشتری مداری و پشتیبانی از مشتریآشنایی نسبی با زبان انگلیسیآشنایی به کار با نرم افزار های Excel و Wordمنظم، متعهد، خلاق و با انگیزهحداقل 2 سال سابقه کار مرتبط با فروشدارای حداقل مدرک کارشناسیمزایاحقوق رقابتیپاداش سالایانه و عیدیصبحانه و ناهار در محل کارپنجشنبه ها و 13 روز عید نوروز تعطیلمرخصی ماهیانهبیمه تامین اجتماعیمحدوده شرکت: بهارستان (امیر کبیر)ساعت کاری: 8:30 صبح الی 17:30 عصر,فروش و بازاریابی,تمام وقت,مهم نیست,توافقی,"[""اصول و فنون مذاکره"",""فروش و بازاریابی"",""Microsoft Office""]",زن,,کارشناسی
بازاریاب حضوری,بازرگانی روغن کار | Roghankar Trading Co.,تهران، تهران,https://jobinja.ir/companies/roghankar-trading-co/jobs/Rp1O/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%A7%D8%B2%D8%A7%D8%B1%DB%8C%D8%A7%D8%A8-%D8%AD%D8%B6%D9%88%D8%B1%DB%8C-%D8%AF%D8%B1-%D8%A8%D8%A7%D8%B2%D8%B1%DA%AF%D8%A7%D9%86%DB%8C-%D8%B1%D9%88%D8%BA%D9%86-%DA%A9%D8%A7%D8%B1?_ref=16,امروز,شغل,https://thumb.jobinjacdn.com/gVCeNu9Gm32D_5tV34bdOjI_Rno=/fit-in/128x128/filters:strip_exif():fill(white):format(jpeg)/https://storage.jobinjacdn.com/other/files/uploads/images/7835e556-1601-418c-b15e-e6609eb7da57/main.jpg,شرکت بازرگانی روغن کار، بزرگترین وارد کننده و مرکز عرضه روانکار های صنعتی تخصصی در ایران، جهت تکمیل کادر خود در شهر تهران از افراد واجد شرایط زیر دعوت به همکاری در سمت شغلی کارشناس بازاریابی می‌نماید.شرایط احرازآشنا با روش های بازاریابی مدرن از جمله بازاریابی از طریق ایمیل و شبکه های اجتماعیفن بیان بالا و روحیه پیگیرآشنایی نسبی با زبان انگلیسیآشنایی به کار با نرم افزار های Excel و Wordمنظم، متعهد، خلاق و با انگیزهحداقل 2 سال سابقه کار مرتبط با بازاریابیدارای حداقل مدرک کارشناسیمزایاحقوق رقابتیپاداش سالایانه و عیدیصبحانه و ناهار در محل کارپنجشنبه ها و 13 روز عید نوروز تعطیلمرخصی ماهیانهبیمه تامین اجتماعیمحدوده شرکت: بهارستان (امیر کبیر)ساعت کاری: 8:30 صبح الی 17:30 عصر,فروش و بازاریابی,تمام وقت,مهم نیست,توافقی,"[""بازاریابی حضوری"",""بازاریابی"",""فروش""]",مهم نیست,مهم‌ نیست,کارشناسی
کارشناس فروش و بازاریابی حضوری (صنعت ساختمان),گروه معماری هورمان | Hurman Co,تهران، تهران,https://jobinja.ir/companies/hurman-co/jobs/R4kT/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%DA%A9%D8%A7%D8%B1%D8%B4%D9%86%D8%A7%D8%B3-%D9%81%D8%B1%D9%88%D8%B4-%D9%88-%D8%A8%D8%A7%D8%B2%D8%A7%D8%B1%DB%8C%D8%A7%D8%A8%DB%8C-%D8%AD%D8%B6%D9%88%D8%B1%DB%8C-%D8%B5%D9%86%D8%B9%D8%AA-%D8%B3%D8%A7%D8%AE%D8%AA%D9%85%D8%A7%D9%86-%D8%AF%D8%B1-%DA%AF%D8%B1%D9%88%D9%87-%D9%85%D8%B9%D9%85%D8%A7%D8%B1%DB%8C-%D9%87%D9%88%D8%B1%D9%85%D8%A7%D9%86?_ref=16,امروز,شغل,https://thumb.jobinjacdn.com/AJtU57UNDNWLrYWE6i7xbz7STZE=/fit-in/128x128/filters:strip_exif():fill(white):format(jpeg)/https://storage.jobinjacdn.com/other/files/uploads/images/c7715dda-cb2c-11ea-a106-26a4da5b8340_d862b648-5a75-4369-8726-77fa9ffe2a7e/main.jpg,گروه معماری هورمان، فعال در بخش طراحی معماری و ساخت و ساز به منظور توسعه‌ی بخش بازاریابی و فروش خود در استان‌ تهران از کارشناسان بازاریابی حضوری دعوت به همکاری می‌نماید.: کارشناس فروش و بازاریابی حضوری (صنعت ساختمان) شرح وظایف:- معرفی گروه به صورت حضوری به مشاورین املاک در سطح تهران- معرفی گروه به صورت حضوری به مجتمع های مسکونی در سطح تهران- معرفی حضوری گروه به سایر مشتریان که توسط مدیریت اعلام می گردد.- پیگیری امور مشتریان بالقوه تا حصول نتیجه- الزامات تصدی شغل:- امکان انجام کار میدانی و حضوری در سطح تهران- آراستگی ظاهر و داشتن فن بیان مناسب- حداقل سابقه 2 سال کار مرتبط با بازاریابی و فروش- حداقل سن بین 25 تا 35 سالاین موارد مطلوب ماست:- تجربه قبلی در صنعت ساختمان- تحصیلات مرتبط با صنعت ساختمان با مهارت های فروش- آشنایی خوب با کامپیوتر- تعهد کاری، نظم و انضباط و پشتکار- جنسیت: آقا، خانمنوع قرارداد: تمام وقت، پاره وقت میزان حقوق:- حقوق توافقی به صورت ثابت- پورسانتجنسیت: آقا، خانم,فروش و بازاریابی,تمام وقت,کمتر از سه سال,توافقی,"[""اصول و فنون مذاکره"",""فروش و بازاریابی"",""بازاریابی حضوری""]",مهم نیست,مهم‌ نیست,مهم نیست
کارشناس پشتیبانی و امور مشتریان (شیفت شب و روز),زیبال | Zibal,تهران، تهران,https://jobinja.ir/companies/zibal/jobs/RmHW/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%DA%A9%D8%A7%D8%B1%D8%B4%D9%86%D8%A7%D8%B3-%D9%BE%D8%B4%D8%AA%DB%8C%D8%A8%D8%A7%D9%86%DB%8C-%D9%88-%D8%A7%D9%85%D9%88%D8%B1-%D9%85%D8%B4%D8%AA%D8%B1%DB%8C%D8%A7%D9%86-%D8%B4%DB%8C%D9%81%D8%AA-%D8%B4%D8%A8-%D9%88-%D8%B1%D9%88%D8%B2-%D8%AF%D8%B1-%D8%B2%DB%8C%D8%A8%D8%A7%D9%84?_ref=16,امروز,شغل,https://thumb.jobinjacdn.com/8Kg6PbsFjL1-mfA3Gc1bqiiP3mM=/fit-in/128x128/filters:strip_exif():fill(white):format(jpeg)/https://storage.jobinjacdn.com/other/files/uploads/images/8b038242-e7d3-4082-a4db-5195128daee7/main.jpg,زیبال یک پلتفرم جامع حوزه پرداخت برای کسب و کارهای مختلفه (Cash-on-delivery، درگاه پرداخت و کیف پول) . ما در زیبال به دنبال یک کارشناس پشتیبانی و امور مشتریان  هستیم تا در مسیر شغلیمون بتونیم باهم پیشرفت کنیم.وظایف محوله کارشناس پشتیبانی و امور مشتریان :پاسخگویی به تماس تلفنی مشتریانپیگیری و حفظ رضایت مشتریانپاسخگویی به تیکتاحراز هویت مشتریانانجام امور اداریشرایط همکاری با ما :با نرم افزارهای آفیس آشنایی کامل داشته باشید.روابط عمومی و فن بیانتون در سطح خوبی باشه.روحیه کار تیمی داشته باشید.بر نگارش و ویرایش زبان فارسی مسلط باشید.دقت و روحیه پیگیری بالا داشته باشید. مهارت در ارتباط بامشتری داشته باشید.با اصول اولیه پشتیبانی و امور مشتریان آشنا باشید.با حوزه پرداخت آشنایی داشته باشید.توانایی حضور در شیفت شبتوانایی کار در روز های تعطیلدو روز تعطیل در هفته ( شنبه و یک شنبه ) شیفت های این موقعیت شغلی ترکیبی از شیفت های شب و روز است.مزایای شغلی ما :حقوق ثابتبیمه تامین اجتماعیبیمه تکمیلیامکان دریافت وامامکان استفاده از باشگاه ورزشی هدایا و پکیج های مناسبتیرویدادهای تیمی و تفریحیمحیط کار صمیمی و دوستانه امکان پیشرفت و یادگیریوعده غذایی نهارساعت کاری دوشنبه تا چهارشنبه 17 تا 24پنجشنبه و جمعه 9 تا 17محل کارمون : تهران - کارگر شمالی-پارک علم و فناوری دانشگاه تهران,پشتیبانی و امور مشتریان,تمام وقت,کمتر از سه سال,توافقی,"[""ارتباط با مشتریان و پشتیبانی"",""پاسخگویی به مشتریان"",""امورمشتریان""]",مهم نیست,مهم‌ نیست,مهم نیست
کارشناس فروش تلفنی(خانم),سفیران ارتباط توسعه نیکسان | Safiran Ertebat Toseh Niksan,تهران، تهران,https://jobinja.ir/companies/company-safiran-ertebat-toseh-niksan/jobs/RmdT/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%DA%A9%D8%A7%D8%B1%D8%B4%D9%86%D8%A7%D8%B3-%D9%81%D8%B1%D9%88%D8%B4-%D8%AA%D9%84%D9%81%D9%86%DB%8C-%D8%AE%D8%A7%D9%86%D9%85-%D8%AF%D8%B1-%D8%B3%D9%81%DB%8C%D8%B1%D8%A7%D9%86-%D8%A7%D8%B1%D8%AA%D8%A8%D8%A7%D8%B7-%D8%AA%D9%88%D8%B3%D8%B9%D9%87-%D9%86%DB%8C%DA%A9%D8%B3%D8%A7%D9%86?_ref=16,امروز,شغل,https://thumb.jobinjacdn.com/AJsOKWowUPf_X6qJB2vtS4Fg46Q=/fit-in/128x128/filters:strip_exif():fill(transparent):format(png)/https://storage.jobinjacdn.com/other/files/uploads/images/e2a484a1-719a-4592-ad01-f3c85841a388/main.png,1 سال سابقه کار در گروه شغلی مشابهسابقه کار در صنعت فناوری اطلاعات / نرم افزار و سخت افزار و یا مدرک تحصیلی مرتبطدارای فن بیانروابط عمومی قوی آراستگی ظاهریپشتیبانی فروش و پاسخگویی به مشتریان پاسخگویی تلفنی به مشتریانمزایا:آموزش رایگان همزمان با شروع فعالیت در محل کاربیمه تکمیلیوامپورسانت,فروش و بازاریابی,تمام وقت,کمتر از سه سال,"از ۵,۰۰۰,۰۰۰ تومان","[""فروش تلفنی"",""اصول و فنون مذاکره"",""ارتباط با مشتری"",""پاسخگویی به تلفن"",""فروش""]",زن,,کاردانی
توسعه‌دهنده وب و سئو,آی تی تلکام  | ITTELECOM,تهران، تهران,https://jobinja.ir/companies/datapacksystem-1/jobs/RmAA/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%AA%D9%88%D8%B3%D8%B9%D9%87-%D8%AF%D9%87%D9%86%D8%AF%D9%87-%D9%88%D8%A8-%D9%88-%D8%B3%D8%A6%D9%88-%D8%AF%D8%B1-%D8%A2%DB%8C-%D8%AA%DB%8C-%D8%AA%D9%84%DA%A9%D8%A7%D9%85?_ref=16,امروز,شغل,https://thumb.jobinjacdn.com/jgeRuxRdIDe0dDTIdZKZuQRu0KE=/fit-in/128x128/filters:strip_exif():fill(white):format(jpeg)/https://storage.jobinjacdn.com/other/files/uploads/images/e43ce8b0-d6f5-11ea-8ffd-d6b790452c1a_678856bd-d3ea-44b9-8410-76f57e7b67b2/main.jpg,جهت مدیریت ، نظارت و بررسی برنامه نویس های فعلی شرکت به یک نفر توسعه دهنده حرفه ای وب و سئو  به صورت تمام وقت یا نیمه وقت نیازمندیم.مهارت های مورد نیاز:مسلط به بهینه سازی کدهای PHP/SQL/SEO/HTML/CSS/JS/AJAXآشنا با سئو به زبان انگلیسی و فارسیآشنا با مفاهیم و اصول دیجیتال مارکتینگآشنا به google trends و keyword plannerشرایط عمومی:خلاق و با انگیزهدارای روحیه کار تیمی,وب،‌ برنامه‌نویسی و نرم‌افزار,تمام وقت,مهم نیست,توافقی,"[""برنامه نویسی وب"",""SEO"",""HTML""]",مهم نیست,مهم‌ نیست,مهم نیست
منشی و مسئول دفتر (خانم),سفیران ارتباط توسعه نیکسان | Safiran Ertebat Toseh Niksan,تهران، تهران,https://jobinja.ir/companies/company-safiran-ertebat-toseh-niksan/jobs/Rmyz/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D9%85%D9%86%D8%B4%DB%8C-%D9%88-%D9%85%D8%B3%D8%A6%D9%88%D9%84-%D8%AF%D9%81%D8%AA%D8%B1-%D8%AE%D8%A7%D9%86%D9%85-%D8%AF%D8%B1-%D8%B3%D9%81%DB%8C%D8%B1%D8%A7%D9%86-%D8%A7%D8%B1%D8%AA%D8%A8%D8%A7%D8%B7-%D8%AA%D9%88%D8%B3%D8%B9%D9%87-%D9%86%DB%8C%DA%A9%D8%B3%D8%A7%D9%86?_ref=16,امروز,شغل,https://thumb.jobinjacdn.com/AJsOKWowUPf_X6qJB2vtS4Fg46Q=/fit-in/128x128/filters:strip_exif():fill(transparent):format(png)/https://storage.jobinjacdn.com/other/files/uploads/images/e2a484a1-719a-4592-ad01-f3c85841a388/main.png,منشی و مسئول دفترترجیحاً آشنا به تنخواه داریامور منابع انسانیکار با CRMکار با اتوماسیون اداریتمایل به درآمد بیشتر و فعالیت در حوزه بازاریابی و فروش-دیجیتال مارکتینگمزایا :بیمه - پورسانت-بیمه تکمیلی-وام,مسئول دفتر، اجرائی و اداری,تمام وقت,مهم نیست,"از ۵,۰۰۰,۰۰۰ تومان","[""امور اداری"",""پیگیری امور"",""پاسخگویی به تلفن""]",زن,,کاردانی
کارشناس فروش حضوری,بقراط | Boghrat,تهران، تهران,https://jobinja.ir/companies/amirkabir-data-miners/jobs/Rm1Y/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%DA%A9%D8%A7%D8%B1%D8%B4%D9%86%D8%A7%D8%B3-%D9%81%D8%B1%D9%88%D8%B4-%D8%AD%D8%B6%D9%88%D8%B1%DB%8C-%D8%AF%D8%B1-%D8%A8%D9%82%D8%B1%D8%A7%D8%B7?_ref=16,امروز,شغل,https://thumb.jobinjacdn.com/3N-Ha61Y1zEroOMnTACEmfhYRdU=/fit-in/128x128/filters:strip_exif():fill(transparent):format(png)/https://storage.jobinjacdn.com/other/files/uploads/images/671cc44c-64e4-11e9-9524-d6b790452c1a_dd28e54f-0df4-47de-a863-1d4f27a42ac0/main.png,ما در بقراط به دنبال یک “کارشناس فروش” با انگیزه و خلاق هستیم:اینجا، به یادگیری مستمر و درآمد بالای شما کمک می‌کنیم.مسئولیت‌ها:-ارتباط با مشتریان-معرفی محصول-پیگیری و مذاکرات فروششایستگی‌ها:-توانایی کار با نرم‌افزارهای آفیس و ارتباط با مشتری-‌توانایی انجام مذاکرات و مسلط به تکنیک‌های فن بیان-علاقه‌مند به شرکت در فعالیت‌های گروهی-روابط عمومی بالا-توانایی ارتباط موثر و ترغیب و نفوذ-دقیق، پیگیر و وقت‌شناس-علاقه‌مند به یادگیریشرایط احراز:سن: کمتر از ۳۵جنسیت: آقا/خانمعلاقه‌مند به بازاریابی و فروشمزایای شغلی:• فرصت ارتقاء و رشد مستمر به لحاظ توانمندی‌های فردی• امکان یادگیری برترین تکنیک‌های فروش و برقراری ارتباط • کار در محیطی صمیمی، فعال و پویا• پرداخت به موقع و منظم حقوق• پرداخت پورسانت• بیمه تأمین اجتماعی از ماه اول• بیمه تکمیلی• آموزش رایگان در محل کار,فروش و بازاریابی,تمام وقت,مهم نیست,"از ۵,۰۰۰,۰۰۰ تومان","[""اصول و فنون مذاکره"",""فروش حضوری"",""فروش""]",مهم نیست,مهم‌ نیست,مهم نیست
کارمند فروش (خانم),ساتراپ توسعه صنعت ایرانیان | Satrap Tose-e Sanat Iranian,تهران، تهران,https://jobinja.ir/companies/satrap-tose-e-sanat-iranian/jobs/Rmno/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%DA%A9%D8%A7%D8%B1%D9%85%D9%86%D8%AF-%D9%81%D8%B1%D9%88%D8%B4-%D8%AE%D8%A7%D9%86%D9%85-%D8%AF%D8%B1-%D8%B3%D8%A7%D8%AA%D8%B1%D8%A7%D9%BE-%D8%AA%D9%88%D8%B3%D8%B9%D9%87-%D8%B5%D9%86%D8%B9%D8%AA-%D8%A7%DB%8C%D8%B1%D8%A7%D9%86%DB%8C%D8%A7%D9%86?_ref=16,امروز,شغل,https://thumb.jobinjacdn.com/R4d6WHzYOFsrW6hAJzXeCt_SE74=/fit-in/128x128/filters:strip_exif():fill(transparent):format(png)/https://storage.jobinjacdn.com/other/files/uploads/images/22312d61-cd38-47f1-ae17-78ae0892345c/main.png,شرایط احراز:-آشنا به فنون مذاکره سودمند و فن بیان قوی و تکنیک های فروش-تسلط به نرم افزارهای excel،word-روحیه کار گروهی و اخلاق حرفه ای-حداکثر 35 سال سن-سابقه کار در شرکت های مرتبط مزایا محسوب میشود.-دفتر شرکت خیابان خالد اسلامبولی(وزرا سابق)-حقوق ثابت و پورسانت به همراه بیمه تکمیلی-ساعت کاری شنبه تا چهارشنبه 8:30 الی 16:30 پنجشنبه روز کاری محسوب میشود,فروش و بازاریابی,تمام وقت,سه تا شش سال,"از ۵,۰۰۰,۰۰۰ تومان","[""فروش و بازاریابی"",""فروش"",""اصول و فنون مذاکره"",""تکنیک های فروش""]",زن,,کارشناسی
کارشناس فروش و بازاریابی (خانم),کاسپین | Caspian,تهران، تهران,https://jobinja.ir/companies/caspian-16/jobs/R4e0/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%DA%A9%D8%A7%D8%B1%D8%B4%D9%86%D8%A7%D8%B3-%D9%81%D8%B1%D9%88%D8%B4-%D9%88-%D8%A8%D8%A7%D8%B2%D8%A7%D8%B1%DB%8C%D8%A7%D8%A8%DB%8C-%D8%AE%D8%A7%D9%86%D9%85-%D8%AF%D8%B1-%DA%A9%D8%A7%D8%B3%D9%BE%DB%8C%D9%86?_ref=16,امروز,شغل,https://thumb.jobinjacdn.com/idw3UM-Le9md_bqj8wvRu8dHMW4=/fit-in/128x128/filters:strip_exif():fill(white):format(jpeg)/https://storage.jobinjacdn.com/other/files/uploads/images/6ff3225e-7014-11eb-8a5b-86000088a815_cb123ddc-9f14-415d-b811-a26cda14e49c/main.jpg,شرکت کاسپین تجهیز نیرو جهت تکمیل تیم فروش اقدام به استخدام نیرو کار بازاریابی و فروش جهت کار در شرکت تامین لوازم برق صنعتی در محیطی امن و آرام ، محدوده خیابان لاله زار شمالی مینماید .شرایط مورد نیاز مسلط به فنون مذاکره روابط عمومی بالا با انگیزه و پر تلاش آشنا به بازاریابی تلفنیپشتیبانی تماس و پیگیری تماس پیگیری سفارشات شرایط کارساعت کاری از 9 الی 17 از شنبه تا چهارشنبه پنجشنبه ها تا ساعت 13جمعه تعطیل میباشد حقوق ثابت + 5 درصد از سود فروش محدوده خیابان سعدی شمالیخواهشمند است در صورت تمایل رزومه کاری خود را ارسال نمایید پس از پیگیری جهت هماهنگی های بیشتر با شما تماس گرفته میشود .,فروش و بازاریابی,تمام وقت,مهم نیست,"از ۳,۰۰۰,۰۰۰ تومان","[""فروش و بازاریابی"",""اصول و فنون مذاکره""]",زن,,مهم نیست
برنامه نویس Unity,فانی موبایل گیم | Funny Mobile Games,تهران، تهران,https://jobinja.ir/companies/funnymobilegames/jobs/R4ry/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-unity-%D8%AF%D8%B1-%D9%81%D8%A7%D9%86%DB%8C-%D9%85%D9%88%D8%A8%D8%A7%DB%8C%D9%84-%DA%AF%DB%8C%D9%85?_ref=16,امروز,شغل,https://thumb.jobinjacdn.com/9BTdi0pIcDCv5P41rqAJnSttZpY=/fit-in/128x128/filters:strip_exif():fill(transparent):format(png)/https://storage.jobinjacdn.com/other/files/uploads/images/38b058f4-54d3-11eb-aeb3-86000088a815_ac8ca41d-4b54-40d6-90ef-e1f13646a544/main.png,"دوست دارین با بهترین‌ها کار کنین؟ می‌دونستین محبوب‌ترین بازی موبایل ایرانی در خارج از کشور، محصول کدوم استودیوست؟ آیا برای ساخت و همکاری در بازی های بین الملی بازار موبایل و کامپیوتر آمادگی دارین؟ دوست دارین با همکاری تو ساخت بازی‌های جذاب تو سطح بین المللی موفق بشین و هر روز پیشرفت کنین؟ جواب تمام این سوالا استودیو ""فانی موبایل گیمز"" سازنده بازی سرزمین اژدها، فود بلست و کلی بازی‌های جذاب دیگه‌ست!فکر میکنی اینارو میدونی:تسلط کافی به موتور بازی سازی unity تسلط کافی به زبان برنامه نویسی  c# آشنایی کافی با زبان NET.آشنایی کافی با الگوهای طراحی OOP و MVCتوانایی درک مسئله و حل مشکلات نرم افزاری مرتبط با بازیتوانایی تحقیق و توسعهآشنا به روش های توسعه نرم افزاری Agile مانند Scrumعلاقه مند به بازی و بازی سازیدارای روحیه کار تیمی و اخلاق حرفه ای و مناسبحداقل یک سال تجربه کار در صنعت بازی موبایلکار بر روی حداقل یک بازی منتشر شده بر روی فروشگاه های معتبر  کافه بازار Android یا iOSاز خوبی های استودیو:کار از شنبه تا چهارشنبه (پنج شنبه ها ، جمعه ها و مناسبت ها تعطیلیم)حقوق خوب در پایان هر ماه + افزایش حقوق سالانهبیمه تامین اجتماعی، تکمیلی و عمرهزینه نهار، رفت و آمداستفاده از باشگاه بدن سازی، تنیس روی میز، فوتبال دستی، استخر، پینت بال، فوتسال و … .محیطی آرام و با نشاط و همکاری با تیمی حرفه ای و خلاقسرمایه گذاری بلند مدت و ارتقای شغلی.پاداش و مزایای دیگراگه  فکر میکنی کار بلدی و تخصصای مورد نیاز مارو داری، پس همین الان تا دیر نشده رزومتو برامون بفرست.",وب،‌ برنامه‌نویسی و نرم‌افزار,تمام وقت,مهم نیست,توافقی,"[""Unity"",""C#"",""NET."",""MVC"",""OOP"",""Scrum"",""agile""]",مهم نیست,مهم‌ نیست,مهم نیست
Senior .Net Developer,کارگزاری مفید | Mofid Securities,تهران، تهران,https://jobinja.ir/companies/mofid-securities/jobs/RZCB/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-senior-net-developer-%D8%AF%D8%B1-%DA%A9%D8%A7%D8%B1%DA%AF%D8%B2%D8%A7%D8%B1%DB%8C-%D9%85%D9%81%DB%8C%D8%AF?_ref=16,امروز,شغل,https://thumb.jobinjacdn.com/VBn8F351_paWBH9j2EXbNF9kGGQ=/fit-in/128x128/filters:strip_exif():fill(white):format(jpeg)/https://storage.jobinjacdn.com/other/files/uploads/images/7f0c43ed-3bfd-4111-846c-c16d463dc9fb/main.jpg,همکاران ما در کارگزاری مفید با روحیه خلق ارزش و نوآوری گام در مسیر تحول دیجیتال برمی‌ دارند ، اگر علاقه مند به همکاری در پروژه‌های بزرگ نرم افزاری در کنارتیم ایزی تریدر ، برای توسعه پلتفرم های معاملاتی در استک NET. هستید، مشتاق به همکاری با شما هستیم.شرح موقعیت شغلی: ارائه راهکار فنی مناسب از طریق بکارگیری بهترین تجربیات و استفاده از مناسب‌ترین فناوری ‏ها جهت پاسخ به مسائل و نیازمندی ‏ها در حوزه Back-End.پیاده سازی و اجرای تست‏ های Unit و Integration.آزمایش و اشکال زدایی  اپلیکیشن های مختلف NET.  استقرار اپلیکیشن های کاربردی.کمک به ارتقای برنامه های موجود.توانمندی های ضروری:حداقل سه  سال سابقه کار به عنوان برنامه نویس  NET.تسلط بر ساخت برنامه های کاربردی تحت وب.تسلط بر   C# و  Net.آشنایی با مفاهیم  Agileآشنایی با  مفاهیم طراحی و پیاده‌سازی پایگاه‌ های دادهویژگی های امتیازی:آشنایی با یکی از زبان های جانبی JavaScript و یا  TypeScript.آشنایی با تکنولوژی های  Containerو  Docker.سابقه فعالیت در سیستم های مالی.,وب،‌ برنامه‌نویسی و نرم‌افزار,تمام وقت,سه تا شش سال,توافقی,"["".NET"",""#C"",""agile""]",مهم نیست,مهم‌ نیست,کارشناسی
